,index_id1,index_id2,value,comment1,comment2,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
15029,65608,56624.0,-0.7306627797557584,65608,56624,社会安全负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4488697524219591,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353
15030,65613,56624.0,-0.7275649080663793,65613,56624,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.345015487409207,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353
15728,65609,56624.0,-0.7298813907856426,65609,56624,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3465648854961832,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353
16239,65603,56624.0,-0.7290817518193996,65603,56624,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4468376844987204,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353
252666,107399,42368.0,0.5592568040497358,107399,42368,每万人西餐厅(综合风味)相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3313867491630692,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4507645259938838
252706,107541,42368.0,-0.5720420840550039,107541,42368,每万人采摘园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3508927922073352,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4507645259938838
253360,56624,42368.0,-0.5921840998935141,56624,42368,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4507645259938838
253473,54195,42368.0,0.564709076301937,54195,42368,餐饮服务；外国餐厅；西餐厅(综合风味)；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.3411764705882353,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4507645259938838
253619,107399,42367.0,0.5597765388347928,107399,42367,每万人西餐厅(综合风味)相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3313867491630692,【产业】类总舆情量（月度）（万人次）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.5676061974729861
253659,107541,42367.0,-0.5728952927665526,107541,42367,每万人采摘园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3508927922073352,【产业】类总舆情量（月度）（万人次）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.5676061974729861
254314,56624,42367.0,-0.5930337461814633,56624,42367,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353,【产业】类总舆情量（月度）（万人次）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.5676061974729861
254427,54195,42367.0,0.5651992086591289,54195,42367,餐饮服务；外国餐厅；西餐厅(综合风味)；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.3411764705882353,【产业】类总舆情量（月度）（万人次）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.5676061974729861
277272,56572,45.0,0.7146278072526704,56572,45,生活服务；自来水营业厅；此类数据总个数,f,POI,生活服务,ValueOntology.QUANTITY,0.3333333333333333,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
277419,107505,45.0,0.6910945047241325,107505,45,每万人自来水营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3234890339862715,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
277421,107602,45.0,0.8365022402362565,107602,45,每万人会展中心相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3333333333333333,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
277429,107399,45.0,0.8071344132480972,107399,45,每万人西餐厅(综合风味)相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3313867491630692,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
277463,107534,45.0,0.6740181166363597,107534,45,每万人游戏厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3863770221310912,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
277468,107377,45.0,0.5108617934030403,107377,45,每万人广东菜(粤菜)餐厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3284202522549621,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
277484,107541,45.0,-0.649028814758338,107541,45,每万人采摘园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3508927922073352,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278198,56614,45.0,0.6914562405358258,56614,45,体育休闲服务；娱乐场所；游戏厅；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.4117647058823529,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278445,56624,45.0,-0.6431076683882115,56624,45,体育休闲服务；休闲场所；采摘园；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3411764705882353,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278565,56728,45.0,0.842774988164234,56728,45,科教文化服务；会展中心；此类数据总个数,f,POI,科教文化服务,ValueOntology.QUANTITY,0.3333333333333333,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278592,54195,45.0,0.8107027854599806,54195,45,餐饮服务；外国餐厅；西餐厅(综合风味)；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.3411764705882353,官媒空气污染治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278639,56572,54.0,0.7146278072526704,56572,54,生活服务；自来水营业厅；此类数据总个数,f,POI,生活服务,ValueOntology.QUANTITY,0.3333333333333333,民众空气污染抱怨网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278785,107505,54.0,0.6910945047241325,107505,54,每万人自来水营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3234890339862715,民众空气污染抱怨网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278787,107602,54.0,0.8365022402362565,107602,54,每万人会展中心相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3333333333333333,民众空气污染抱怨网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
278795,107399,54.0,0.8071344132480972,107399,54,每万人西餐厅(综合风味)相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3313867491630692,民众空气污染抱怨网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.8076673691035825
