,index_id1,index_id2,value,comment1,comment2,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
12488,107591,65637.0,-0.540314320267567,107591,65637,每万人商务写字楼相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3248364728671289,生态环境连续12个月加权每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6365932813475985
12497,107516,65637.0,-0.5562828560851173,107516,65637,每万人婴儿服务场所相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3699223966094478,生态环境连续12个月加权每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6365932813475985
12498,107506,65637.0,-0.6460960459160918,107506,65637,每万人电力营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4928202253312222,生态环境连续12个月加权每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6365932813475985
12507,107475,65637.0,-0.5283504444543105,107475,65637,每万人烟酒专卖店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3137492892522412,生态环境连续12个月加权每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6365932813475985
12535,107428,65637.0,-0.7674518274663898,107428,65637,每万人甜品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4187901167736447,生态环境连续12个月加权每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6365932813475985
12882,107506,65638.0,-0.5888337086150005,107506,65638,每万人电力营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4928202253312222,生态环境连续12个月加权每万人常住人口负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6079495884164104
12913,107428,65638.0,-0.719079738343653,107428,65638,每万人甜品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4187901167736447,生态环境连续12个月加权每万人常住人口负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6079495884164104
19517,65613,819.0,-0.6162166213918963,65613,819,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.435918195775884,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19518,65608,819.0,-0.615422139942343,65608,819,社会安全负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3772455089820359,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19526,107591,819.0,0.768443001356967,107591,819,每万人商务写字楼相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3248364728671289,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19540,107431,819.0,-0.6375906821893292,107431,819,每万人购物中心相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4969578455425824,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19546,107483,819.0,-0.7488538073405131,107483,819,每万人售票处相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3417763891988395,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19555,107454,819.0,0.5412078339863134,107454,819,每万人果品市场相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3743867063374391,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19562,107457,819.0,0.5012330407593352,107457,819,每万人文化用品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4074687528669387,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19575,107516,819.0,0.8186302268577964,107516,819,每万人婴儿服务场所相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3699223966094478,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19576,107506,819.0,0.7249919562682213,107506,819,每万人电力营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4928202253312222,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19577,107541,819.0,0.7620245075397933,107541,819,每万人采摘园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4469537422605143,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19600,107468,819.0,0.6241437064624746,107468,819,每万人钟表店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3248364728671289,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19654,107428,819.0,0.6345015442120432,107428,819,每万人甜品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4187901167736447,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19664,65638,819.0,-0.5057005920048471,65638,819,生态环境连续12个月加权每万人常住人口负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.6079495884164104,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19683,56508,819.0,0.5171756313734617,56508,819,购物服务；综合市场；农副产品市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3924050632911392,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19718,56505,819.0,0.5076532237943582,56505,819,购物服务；综合市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3991031390134529,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19767,56512,819.0,0.517906766093719,56512,819,购物服务；文化用品店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.4153846153846154,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19874,56469,819.0,0.6036364873192417,56469,819,购物服务；便民商店/便利店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3035078800203355,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19986,56573,819.0,0.7400410831753685,56573,819,生活服务；电力营业厅；此类数据总个数,f,POI,生活服务,ValueOntology.QUANTITY,0.5,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
19988,56621,819.0,0.7560258812420353,56621,819,体育休闲服务；休闲场所；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.3033707865168539,县到镇公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.4594594594594595
