,index_id1,index_id2,value,comment1,comment2,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
15606,107485,27.0,-0.5271765528423166,107485,27,每万人火车票代售点相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5897484635367168,民众垃圾污染抱怨网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.6943635949482422
15714,56547,27.0,-0.528131067115373,56547,27,生活服务；售票处；火车票代售点；此类数据总个数,f,POI,生活服务,ValueOntology.QUANTITY,0.6,民众垃圾污染抱怨网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.6943635949482422
15781,107485,15.0,-0.5271765528423166,107485,15,每万人火车票代售点相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5897484635367168,官媒垃圾治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.6943635949482422
15889,56547,15.0,-0.528131067115373,56547,15,生活服务；售票处；火车票代售点；此类数据总个数,f,POI,生活服务,ValueOntology.QUANTITY,0.6,官媒垃圾治理网络热度指数,f,舆情,网络热度,ValueOntology.SCORE,0.6943635949482422
17092,107485,42368.0,0.5846528721642292,107485,42368,每万人火车票代售点相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5897484635367168,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17100,107523,42368.0,-0.6242784541644862,107523,42368,每万人篮球场馆相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5118104108025372,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17102,107619,42368.0,0.6253593396375382,107619,42368,每万人驾校相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4999999999999999,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17108,107400,42368.0,-0.6134905392708775,107400,42368,每万人日本料理相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4820801744908105,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17121,107637,42368.0,0.6059281869563093,107637,42368,每万人证券公司相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3059585127031803,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17140,107604,42368.0,0.5001989863627126,107604,42368,每万人图书馆相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3227563033999464,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17561,56730,42368.0,0.5287865819985246,56730,42368,科教文化服务；图书馆；此类数据总个数,f,POI,科教文化服务,ValueOntology.QUANTITY,0.3333333333333333,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17583,56190,42368.0,-0.6083241582102031,56190,42368,餐饮服务；外国餐厅；日本料理；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.4545454545454545,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17601,56547,42368.0,0.5877385527687652,56547,42368,生活服务；售票处；火车票代售点；此类数据总个数,f,POI,生活服务,ValueOntology.QUANTITY,0.6,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
17602,56748,42368.0,0.636264661650686,56748,42368,科教文化服务；驾校；此类数据总个数,f,POI,科教文化服务,ValueOntology.QUANTITY,0.5,【产业】类总议论数（月度）,f,舆情,网络口碑,ValueOntology.QUANTITY,0.4047619047619047
