,index_id1,index_id2,value,comment1,comment2,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
1937,65639,42602.0,-0.5830618894382573,65639,42602,生态环境议论数,f,舆情,生态安全,ValueOntology.QUANTITY,0.3333333333333333,风景名胜；公园广场；公园；此类数据总个数,f,POI,风景名胜,ValueOntology.QUANTITY,0.375
1949,65613,42602.0,-0.7113595915221133,65613,42602,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.5294594256764433,风景名胜；公园广场；公园；此类数据总个数,f,POI,风景名胜,ValueOntology.QUANTITY,0.375
1951,65608,42602.0,-0.6412820502879246,65608,42602,社会安全负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.5614035087719298,风景名胜；公园广场；公园；此类数据总个数,f,POI,风景名胜,ValueOntology.QUANTITY,0.375
2530,65609,42602.0,-0.709745858325493,65609,42602,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.5294117647058824,风景名胜；公园广场；公园；此类数据总个数,f,POI,风景名胜,ValueOntology.QUANTITY,0.375
2873,65603,42602.0,-0.6432646414003799,65603,42602,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.5613463029605857,风景名胜；公园广场；公园；此类数据总个数,f,POI,风景名胜,ValueOntology.QUANTITY,0.375
2877,65635,42602.0,-0.58443919042357,65635,42602,生态环境每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.3347071413141756,风景名胜；公园广场；公园；此类数据总个数,f,POI,风景名胜,ValueOntology.QUANTITY,0.375
8460,65656,42620.0,-0.595879571531124,65656,42620,过去12个月区域级生态安全事件数,f,舆情,生态安全,ValueOntology.QUANTITY,1.0,交通设施服务；火车站；此类数据总个数,f,POI,交通设施服务,ValueOntology.QUANTITY,0.4358974358974359
8461,65649,42620.0,-0.595879571531124,65649,42620,过去12个月省域级生态安全事件负面影响力,f,舆情,生态安全,ValueOntology.QUANTITY,1.0,交通设施服务；火车站；此类数据总个数,f,POI,交通设施服务,ValueOntology.QUANTITY,0.4358974358974359
8464,65651,42620.0,-0.595879571531124,65651,42620,过去12个月全国级生态安全事件数,f,舆情,生态安全,ValueOntology.QUANTITY,1.0,交通设施服务；火车站；此类数据总个数,f,POI,交通设施服务,ValueOntology.QUANTITY,0.4358974358974359
8467,65647,42620.0,-0.595879571531124,65647,42620,过去12个月省域级生态安全事件影响力,f,舆情,生态安全,ValueOntology.QUANTITY,1.0,交通设施服务；火车站；此类数据总个数,f,POI,交通设施服务,ValueOntology.QUANTITY,0.4358974358974359
