,index_id1,index_id2,value,comment1,comment2,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
16579,107572,65611.0,0.872717459348849,107572,65611,每万人三星级宾馆相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3352416113655482,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16589,107393,65611.0,0.8270431990952645,107393,65611,每万人海鲜酒楼相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5570321410359714,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16592,107452,65611.0,-0.79982001270738,107452,65611,每万人旧货市场相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.621228620722961,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16595,107557,65611.0,0.6081020297568186,107557,65611,每万人妇科医院相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.500008787500659,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16596,107447,65611.0,-0.8096375289221346,107447,65611,每万人花卉市场相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3029551549300993,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16597,107387,65611.0,0.6037327367910469,107387,65611,每万人东北菜餐厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4285728632618116,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16598,107466,65611.0,-0.6643382725782134,107466,65611,每万人古玩字画店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3135245677061301,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16601,107468,65611.0,0.8727174969030257,107468,65611,每万人钟表店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3352338113736601,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16603,107473,65611.0,-0.6400986731646229,107473,65611,每万人自行车专卖店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3094781952070204,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16605,107347,65611.0,0.848145517137543,107347,65611,每万人加油站（中国石油）相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3338071688038863,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16607,107499,65611.0,-0.5257719695410988,107499,65611,每万人会计师事务所相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3314317003313427,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
16610,107339,65611.0,0.5988256779567257,107339,65611,每万人网吧相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3103452455408007,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364
47563,65639,56431.0,0.554020708965963,65639,56431,生态环境议论数,f,舆情,生态安全,ValueOntology.QUANTITY,1.0,餐饮服务；中餐厅；海鲜酒楼；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5555555555555556
48128,65631,56431.0,0.6665587501024128,65631,56431,社会安全连续12个月加权每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.3376502726663144,餐饮服务；中餐厅；海鲜酒楼；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5555555555555556
48151,65611,56431.0,0.8259032573449715,65611,56431,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364,餐饮服务；中餐厅；海鲜酒楼；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5555555555555556
48256,65633,56431.0,0.8041650285613443,65633,56431,生态环境近12个月负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY,0.4444444444444444,餐饮服务；中餐厅；海鲜酒楼；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5555555555555556
48336,64464,56431.0,-0.6724584322167725,64464,56431,镇到村公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.3232104121475054,餐饮服务；中餐厅；海鲜酒楼；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5555555555555556
48496,65635,56431.0,0.5546151084995768,65635,56431,生态环境每万人常住人口议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,1.0,餐饮服务；中餐厅；海鲜酒楼；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5555555555555556
57043,65631,54202.0,0.8191871133096871,65631,54202,社会安全连续12个月加权每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.3376502726663144,购物服务；专卖店；钟表店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3333333333333333
57067,65611,54202.0,0.8705545747925262,65611,54202,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364,购物服务；专卖店；钟表店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3333333333333333
57177,65633,54202.0,0.9421654917835512,65633,54202,生态环境近12个月负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY,0.4444444444444444,购物服务；专卖店；钟表店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3333333333333333
57266,64464,54202.0,-0.800453448309881,64464,54202,镇到村公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.3232104121475054,购物服务；专卖店；钟表店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3333333333333333
57380,65638,54202.0,0.7267976270544728,65638,54202,生态环境连续12个月加权每万人常住人口负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.4104390052449946,购物服务；专卖店；钟表店；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3333333333333333
58057,65631,56657.0,0.8191871133096871,65631,56657,社会安全连续12个月加权每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.3376502726663144,住宿服务；宾馆酒店；三星级宾馆；此类数据总个数,f,POI,住宿服务,ValueOntology.QUANTITY,0.3333333333333333
58079,65611,56657.0,0.8705545747925262,65611,56657,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364,住宿服务；宾馆酒店；三星级宾馆；此类数据总个数,f,POI,住宿服务,ValueOntology.QUANTITY,0.3333333333333333
58182,65633,56657.0,0.9421654917835512,65633,56657,生态环境近12个月负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY,0.4444444444444444,住宿服务；宾馆酒店；三星级宾馆；此类数据总个数,f,POI,住宿服务,ValueOntology.QUANTITY,0.3333333333333333
58266,64464,56657.0,-0.800453448309881,64464,56657,镇到村公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.3232104121475054,住宿服务；宾馆酒店；三星级宾馆；此类数据总个数,f,POI,住宿服务,ValueOntology.QUANTITY,0.3333333333333333
58361,65638,56657.0,0.7267976270544728,65638,56657,生态环境连续12个月加权每万人常住人口负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY_PER_CAPITA,0.4104390052449946,住宿服务；宾馆酒店；三星级宾馆；此类数据总个数,f,POI,住宿服务,ValueOntology.QUANTITY,0.3333333333333333
60340,65631,56496.0,-0.6935115898666243,65631,56496,社会安全连续12个月加权每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.3376502726663144,购物服务；花鸟鱼虫市场；花卉市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3018867924528302
60364,65611,56496.0,-0.8113394584062456,65611,56496,社会安全近12个月负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.3138760880696364,购物服务；花鸟鱼虫市场；花卉市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3018867924528302
60476,65633,56496.0,-0.8531040774881592,65633,56496,生态环境近12个月负面议论数,f,舆情,生态安全,ValueOntology.QUANTITY,0.4444444444444444,购物服务；花鸟鱼虫市场；花卉市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3018867924528302
60562,64464,56496.0,0.6780131314938818,64464,56496,镇到村公交覆盖率得分,f,交通,公交,ValueOntology.SCORE,0.3232104121475054,购物服务；花鸟鱼虫市场；花卉市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.3018867924528302
93731,65631,56507.0,-0.630353899636728,65631,56507,社会安全连续12个月加权每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.3376502726663144,购物服务；综合市场；旧货市场；此类数据总个数,f,POI,购物服务,ValueOntology.QUANTITY,0.6216216216216216
