,index_id1,index_id2,value,comment1,comment2,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
20675,107428,65613.0,0.5530345965376415,107428,65613,每万人甜品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5000031799940216,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20693,107462,65613.0,0.7140708815009963,107462,65613,每万人品牌鞋店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.500298742738009,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20696,107535,65613.0,0.6367564042322501,107535,65613,每万人棋牌室相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5011833380920656,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20725,107610,65613.0,-0.6581953647399736,107610,65613,每万人传媒机构相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4988195594080955,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20766,107473,65613.0,-0.8131005450547819,107473,65613,每万人自行车专卖店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3750987149574808,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20769,107615,65613.0,-0.8613089993337397,107615,65613,每万人成人教育相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3333333333333333,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20772,107614,65613.0,-0.8751971021951833,107614,65613,每万人幼儿园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3774345690542166,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20776,107434,65613.0,-0.8443462643385475,107434,65613,每万人便民商店/便利店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3533023192094577,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20785,107618,65613.0,-0.8775478293120236,107618,65613,每万人培训机构相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3636297216147711,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
20786,107457,65613.0,-0.8364809924438746,107457,65613,每万人文化用品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.313798077374596,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
21108,107496,65613.0,-0.7941604339182741,107496,65613,每万人中国联通营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.331933484965925,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
21223,54198,65613.0,0.5469315008748614,54198,65613,餐饮服务；甜品店；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205
21313,107428,65609.0,0.5526817908327262,107428,65609,每万人甜品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5000031799940216,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21331,107462,65609.0,0.7146146419785747,107462,65609,每万人品牌鞋店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.500298742738009,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21334,107535,65609.0,0.6366782518330046,107535,65609,每万人棋牌室相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5011833380920656,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21363,107610,65609.0,-0.6576923423090654,107610,65609,每万人传媒机构相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4988195594080955,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21404,107473,65609.0,-0.8125348663355337,107473,65609,每万人自行车专卖店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3750987149574808,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21407,107615,65609.0,-0.8608173828195711,107615,65609,每万人成人教育相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3333333333333333,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21410,107614,65609.0,-0.8746552451028031,107614,65609,每万人幼儿园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3774345690542166,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21414,107434,65609.0,-0.8438431130886856,107434,65609,每万人便民商店/便利店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3533023192094577,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21423,107618,65609.0,-0.8768906654347894,107618,65609,每万人培训机构相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3636297216147711,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21424,107457,65609.0,-0.8357817829799059,107457,65609,每万人文化用品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.313798077374596,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21748,107496,65609.0,-0.7935607655273809,107496,65609,每万人中国联通营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.331933484965925,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
21866,54198,65609.0,0.5465962142213576,54198,65609,餐饮服务；甜品店；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684
26783,65613,56615.0,0.6149992368464076,65613,56615,社会安全每万人常住人口议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4296159505063205,体育休闲服务；娱乐场所；棋牌室；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.5
26784,65608,56615.0,0.6034996460134912,65608,56615,社会安全负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4407582938388625,体育休闲服务；娱乐场所；棋牌室；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.5
27328,65609,56615.0,0.614943556992464,65609,56615,社会安全议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4276315789473684,体育休闲服务；娱乐场所；棋牌室；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.5
27343,65603,56615.0,0.6035125188117162,65603,56615,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138,体育休闲服务；娱乐场所；棋牌室；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.5
28206,107462,65603.0,0.5262358641656362,107462,65603,每万人品牌鞋店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.500298742738009,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28209,107535,65603.0,0.6249489286879114,107535,65603,每万人棋牌室相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5011833380920656,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28233,107399,65603.0,0.5880767962150496,107399,65603,每万人西餐厅(综合风味)相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3333361600006784,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28238,107610,65603.0,-0.6314132388583052,107610,65603,每万人传媒机构相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.4988195594080955,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28275,107473,65603.0,-0.8244796793722483,107473,65603,每万人自行车专卖店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3750987149574808,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28278,107615,65603.0,-0.8330739775127457,107615,65603,每万人成人教育相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3333333333333333,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28281,107614,65603.0,-0.8398428962026719,107614,65603,每万人幼儿园相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3774345690542166,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28284,107434,65603.0,-0.8195659869551559,107434,65603,每万人便民商店/便利店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3533023192094577,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28293,107618,65603.0,-0.8471170064527813,107618,65603,每万人培训机构相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.3636297216147711,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28294,107457,65603.0,-0.8477526419203648,107457,65603,每万人文化用品店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.313798077374596,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28602,107496,65603.0,-0.7435194631711618,107496,65603,每万人中国联通营业厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.331933484965925,社会安全每万人常住人口负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY_PER_CAPITA,0.4411513973637138
28820,107462,65608.0,0.5263801917201657,107462,65608,每万人品牌鞋店相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.500298742738009,社会安全负面议论数,f,舆情,社会安全,ValueOntology.QUANTITY,0.4407582938388625
